,timestep,Chord_vector,Chord_label
2047,190.125,"[5, 5, 0, 4]",F:maj
2048,190.2179,"[5, 5, 0, 4]",F:maj
2049,190.3107,"[5, 5, 0, 4]",F:maj
2050,190.4036,"[5, 5, 0, 4]",F:maj
2051,190.4965,"[5, 5, 0, 4]",F:maj
2052,190.5894,"[5, 5, 0, 4]",F:maj
2053,190.6823,"[5, 5, 0, 4]",F:maj
2054,190.7751,"[5, 5, 0, 4]",F:maj
2055,190.868,"[5, 5, 0, 4]",F:maj
2056,190.9609,"[5, 5, 0, 4]",F:maj
2057,191.0538,"[5, 5, 0, 4]",F:maj
2058,191.1467,"[5, 5, 0, 4]",F:maj
2059,191.2395,"[5, 5, 0, 4]",F:maj
2060,191.3324,"[5, 5, 0, 4]",F:maj
2061,191.4253,"[5, 5, 0, 4]",F:maj
2062,191.5182,"[5, 5, 0, 4]",F:maj
2063,191.6111,"[5, 5, 0, 4]",F:maj
2064,191.7039,"[5, 5, 5, 4]",F:sus4
2065,191.7968,"[5, 5, 5, 4]",F:sus4
2066,191.8897,"[5, 5, 5, 4]",F:sus4
2067,191.9826,"[5, 5, 5, 4]",F:sus4
2068,192.0755,"[5, 5, 5, 4]",F:sus4
2069,192.1683,"[5, 5, 5, 4]",F:sus4
2070,192.2612,"[5, 5, 5, 4]",F:sus4
2071,192.3541,"[5, 5, 5, 4]",F:sus4
2072,192.447,"[5, 5, 5, 4]",F:sus4
2073,192.5399,"[5, 5, 0, 4]",F:maj
2074,192.6327,"[5, 5, 0, 4]",F:maj
2075,192.7256,"[5, 5, 0, 4]",F:maj
2076,192.8185,"[5, 5, 0, 4]",F:maj
2077,192.9114,"[5, 5, 0, 4]",F:maj
2078,193.0043,"[5, 5, 0, 4]",F:maj
2079,193.0971,"[5, 5, 0, 4]",F:maj
2080,193.19,"[5, 5, 0, 4]",F:maj
2081,193.2829,"[5, 5, 0, 4]",F:maj
2082,193.3758,"[5, 5, 0, 4]",F:maj
2083,193.4687,"[5, 5, 0, 4]",F:maj
2084,193.5615,"[5, 5, 0, 4]",F:maj
2085,193.6544,"[5, 5, 0, 4]",F:maj
2086,193.7473,"[5, 5, 0, 4]",F:maj
2087,193.8402,"[5, 5, 0, 4]",F:maj
2088,193.9331,"[5, 5, 0, 4]",F:maj
2089,194.0259,"[5, 5, 0, 4]",F:maj
2090,194.1188,"[5, 5, 0, 4]",F:maj
2091,194.2117,"[5, 5, 0, 4]",F:maj
2092,194.3046,"[5, 5, 0, 4]",F:maj
2093,194.3975,"[5, 5, 0, 4]",F:maj
2094,194.4903,"[5, 7, 0, 4]",N
2095,194.5832,"[5, 7, 0, 4]",N
2096,194.6761,"[5, 7, 0, 4]",N
2097,194.769,"[5, 7, 0, 4]",N
2098,194.8619,"[5, 7, 0, 4]",N
2099,194.9547,"[5, 7, 0, 4]",N
2100,195.0476,"[5, 5, 4, 4]",F:sus2
2101,195.1405,"[5, 5, 4, 4]",F:sus2
2102,195.2334,"[5, 5, 4, 4]",F:sus2
2103,195.3263,"[5, 5, 4, 4]",F:sus2
2104,195.4191,"[5, 5, 4, 4]",F:sus2
2105,195.512,"[5, 5, 4, 4]",F:sus2
2106,195.6049,"[5, 5, 4, 4]",F:sus2
2107,195.6978,"[5, 5, 4, 4]",F:sus2
2108,195.7907,"[10, 5, 4, 4]",A#:sus2/5
2109,195.8835,"[10, 5, 4, 4]",A#:sus2/5
2110,195.9764,"[10, 5, 4, 4]",A#:sus2/5
2111,196.0693,"[10, 10, 4, 4]",A#:sus2
2112,196.1622,"[10, 10, 4, 4]",A#:sus2
2113,196.2551,"[10, 10, 4, 4]",A#:sus2
2114,196.3479,"[10, 10, 4, 4]",A#:sus2
2115,196.4408,"[10, 10, 4, 4]",A#:sus2
2116,196.5337,"[10, 10, 4, 4]",A#:sus2
2117,196.6266,"[10, 10, 4, 4]",A#:sus2
2118,196.7195,"[10, 10, 4, 4]",A#:sus2
2119,196.8123,"[10, 10, 4, 4]",A#:sus2
2120,196.9052,"[10, 10, 4, 4]",A#:sus2
2121,196.9981,"[10, 10, 4, 4]",A#:sus2
2122,197.091,"[10, 10, 4, 4]",A#:sus2
2123,197.1839,"[10, 10, 4, 4]",A#:sus2
2124,197.2767,"[10, 10, 4, 4]",A#:sus2
2125,197.3696,"[10, 10, 4, 4]",A#:sus2
2126,197.4625,"[10, 10, 4, 4]",A#:sus2
2127,197.5554,"[10, 10, 4, 4]",A#:sus2
2128,197.6483,"[10, 10, 4, 4]",A#:sus2
2129,197.7411,"[10, 10, 4, 4]",A#:sus2
2130,197.834,"[10, 10, 4, 4]",A#:sus2
2131,197.9269,"[10, 10, 4, 4]",A#:sus2
2132,198.0198,"[10, 10, 4, 4]",A#:sus2
2133,198.1127,"[10, 10, 4, 4]",A#:sus2
2134,198.2055,"[10, 10, 4, 4]",A#:sus2
2135,198.2984,"[10, 10, 4, 4]",A#:sus2
2136,198.3913,"[10, 10, 4, 4]",A#:sus2
2137,198.4842,"[10, 10, 4, 4]",A#:sus2
2138,198.5771,"[10, 10, 4, 4]",A#:sus2
2139,198.6699,"[10, 10, 4, 4]",A#:sus2
2140,198.7628,"[10, 10, 4, 4]",A#:sus2
2141,198.8557,"[10, 10, 4, 4]",A#:sus2
2142,198.9486,"[10, 10, 4, 4]",A#:sus2
2143,199.0415,"[10, 10, 4, 4]",A#:sus2
2144,199.1343,"[10, 10, 4, 4]",A#:sus2
2145,199.2272,"[10, 10, 4, 4]",A#:sus2
2146,199.3201,"[10, 10, 4, 4]",A#:sus2
2147,199.413,"[10, 10, 4, 4]",A#:sus2
2148,199.5059,"[10, 10, 4, 4]",A#:sus2
2149,199.5987,"[10, 10, 4, 4]",A#:sus2
2150,199.6916,"[10, 10, 4, 4]",A#:sus2
2151,199.7845,"[10, 10, 4, 4]",A#:sus2
2152,199.8774,"[10, 10, 4, 4]",A#:sus2
2153,199.9702,"[10, 10, 4, 4]",A#:sus2
2154,200.0631,"[10, 10, 4, 4]",A#:sus2
2155,200.156,"[10, 10, 4, 4]",A#:sus2
2156,200.2489,"[10, 10, 4, 4]",A#:sus2
2157,200.3418,"[10, 10, 4, 4]",A#:sus2
2158,200.4346,"[10, 10, 4, 4]",A#:sus2
2159,200.5275,"[10, 10, 4, 4]",A#:sus2
2160,200.6204,"[10, 10, 4, 4]",A#:sus2
2161,200.7133,"[10, 10, 4, 4]",A#:sus2
2162,200.8062,"[10, 10, 4, 4]",A#:sus2
2163,200.899,"[10, 10, 4, 4]",A#:sus2
2164,200.9919,"[10, 10, 4, 4]",A#:sus2
2165,201.0848,"[10, 10, 4, 4]",A#:sus2
2166,201.1777,"[10, 10, 0, 4]",A#:maj
2167,201.2706,"[10, 10, 0, 4]",A#:maj
2168,201.3634,"[10, 10, 5, 4]",A#:sus4
2169,201.4563,"[10, 10, 5, 4]",A#:sus4
2170,201.5492,"[10, 10, 5, 4]",A#:sus4
2171,201.6421,"[10, 10, 5, 4]",A#:sus4
2172,201.735,"[10, 10, 5, 4]",A#:sus4
2173,201.8278,"[5, 10, 5, 4]",N
2174,201.9207,"[5, 5, 5, 4]",F:sus4
2175,202.0136,"[5, 5, 5, 4]",F:sus4
2176,202.1065,"[5, 5, 5, 4]",F:sus4
2177,202.1994,"[5, 5, 5, 4]",F:sus4
2178,202.2922,"[5, 5, 5, 4]",F:sus4
2179,202.3851,"[5, 5, 5, 4]",F:sus4
2180,202.478,"[5, 5, 5, 4]",F:sus4
2181,202.5709,"[5, 5, 5, 4]",F:sus4
2182,202.6638,"[5, 5, 5, 4]",F:sus4
2183,202.7566,"[5, 5, 5, 4]",F:sus4
2184,202.8495,"[5, 5, 5, 4]",F:sus4
2185,202.9424,"[5, 5, 5, 4]",F:sus4
2186,203.0353,"[5, 5, 5, 4]",F:sus4
2187,203.1282,"[5, 5, 5, 4]",F:sus4
2188,203.221,"[5, 5, 5, 4]",F:sus4
2189,203.3139,"[5, 5, 5, 4]",F:sus4
2190,203.4068,"[5, 5, 5, 4]",F:sus4
2191,203.4997,"[5, 5, 5, 4]",F:sus4
2192,203.5926,"[5, 5, 5, 4]",F:sus4
2193,203.6854,"[5, 5, 5, 4]",F:sus4
2194,203.7783,"[5, 5, 5, 4]",F:sus4
2195,203.8712,"[5, 5, 5, 4]",F:sus4
2196,203.9641,"[5, 5, 5, 4]",F:sus4
2197,204.057,"[5, 5, 0, 4]",F:maj
2198,204.1498,"[5, 5, 0, 4]",F:maj
2199,204.2427,"[5, 5, 0, 4]",F:maj
2200,204.3356,"[5, 5, 0, 4]",F:maj
2201,204.4285,"[5, 5, 0, 4]",F:maj
2202,204.5214,"[5, 5, 0, 4]",F:maj
2203,204.6142,"[5, 5, 0, 4]",F:maj
2204,204.7071,"[5, 5, 0, 4]",F:maj
2205,204.8,"[5, 5, 0, 4]",F:maj
2206,204.8929,"[5, 5, 0, 4]",F:maj
2207,204.9858,"[5, 5, 0, 4]",F:maj
2208,205.0786,"[5, 5, 0, 4]",F:maj
2209,205.1715,"[5, 5, 0, 4]",F:maj
2210,205.2644,"[5, 5, 0, 4]",F:maj
2211,205.3573,"[5, 5, 0, 4]",F:maj
2212,205.4502,"[5, 5, 0, 4]",F:maj
2213,205.543,"[5, 5, 0, 4]",F:maj
2214,205.6359,"[5, 5, 0, 4]",F:maj
2215,205.7288,"[5, 5, 0, 4]",F:maj
2216,205.8217,"[5, 5, 0, 4]",F:maj
2217,205.9146,"[5, 5, 0, 4]",F:maj
2218,206.0074,"[5, 5, 0, 4]",F:maj
2219,206.1003,"[5, 5, 0, 4]",F:maj
2220,206.1932,"[5, 5, 0, 4]",F:maj
2221,206.2861,"[5, 5, 0, 4]",F:maj
2222,206.379,"[5, 5, 0, 4]",F:maj
2223,206.4718,"[5, 5, 0, 4]",F:maj
2224,206.5647,"[5, 5, 0, 4]",F:maj
2225,206.6576,"[5, 5, 0, 4]",F:maj
2226,206.7505,"[5, 5, 0, 4]",F:maj
2227,206.8434,"[5, 5, 0, 4]",F:maj
2228,206.9362,"[5, 5, 0, 4]",F:maj
2229,207.0291,"[5, 5, 0, 4]",F:maj
2230,207.122,"[5, 5, 0, 4]",F:maj
2231,207.2149,"[5, 5, 0, 4]",F:maj
2232,207.3078,"[5, 5, 0, 4]",F:maj
2233,207.4006,"[5, 5, 0, 4]",F:maj
2234,207.4935,"[5, 5, 0, 4]",F:maj
2235,207.5864,"[5, 5, 0, 4]",F:maj
2236,207.6793,"[5, 5, 0, 4]",F:maj
2237,207.7722,"[5, 5, 0, 4]",F:maj
2238,207.865,"[5, 5, 0, 4]",F:maj
2239,207.9579,"[5, 5, 0, 4]",F:maj
2240,208.0508,"[5, 5, 0, 4]",F:maj
2241,208.1437,"[5, 5, 0, 4]",F:maj
2242,208.2366,"[5, 5, 0, 4]",F:maj
2243,208.3294,"[5, 5, 0, 4]",F:maj
2244,208.4223,"[5, 5, 0, 4]",F:maj
2245,208.5152,"[5, 5, 0, 4]",F:maj
2246,208.6081,"[5, 5, 0, 4]",F:maj
2247,208.701,"[5, 5, 0, 4]",F:maj
2248,208.7938,"[5, 5, 0, 4]",F:maj
2249,208.8867,"[5, 5, 0, 4]",F:maj
2250,208.9796,"[5, 5, 0, 4]",F:maj
2251,209.0725,"[5, 5, 0, 4]",F:maj
2252,209.1654,"[5, 5, 0, 4]",F:maj
2253,209.2582,"[5, 5, 0, 4]",F:maj
2254,209.3511,"[5, 5, 0, 4]",F:maj
2255,209.444,"[5, 5, 0, 4]",F:maj
2256,209.5369,"[5, 5, 0, 4]",F:maj
2257,209.6298,"[5, 5, 0, 4]",F:maj
2258,209.7226,"[5, 5, 0, 4]",F:maj
2259,209.8155,"[5, 5, 0, 4]",F:maj
2260,209.9084,"[5, 5, 0, 4]",F:maj
2261,210.0013,"[5, 5, 0, 4]",F:maj
2262,210.0941,"[5, 5, 0, 4]",F:maj
2263,210.187,"[5, 5, 0, 4]",F:maj
2264,210.2799,"[5, 5, 0, 4]",F:maj
2265,210.3728,"[10, 5, 0, 4]",A#:maj/5
2266,210.4657,"[10, 5, 0, 4]",A#:maj/5
2267,210.5585,"[10, 5, 0, 4]",A#:maj/5
2268,210.6514,"[10, 5, 4, 4]",A#:sus2/5
2269,210.7443,"[10, 10, 4, 4]",A#:sus2
2270,210.8372,"[10, 10, 4, 4]",A#:sus2
2271,210.9301,"[10, 10, 4, 4]",A#:sus2
2272,211.0229,"[10, 10, 4, 4]",A#:sus2
2273,211.1158,"[10, 10, 4, 4]",A#:sus2
2274,211.2087,"[10, 10, 4, 4]",A#:sus2
2275,211.3016,"[10, 10, 4, 4]",A#:sus2
2276,211.3945,"[10, 10, 4, 4]",A#:sus2
2277,211.4873,"[10, 10, 4, 4]",A#:sus2
2278,211.5802,"[10, 10, 4, 4]",A#:sus2
2279,211.6731,"[10, 10, 4, 4]",A#:sus2
2280,211.766,"[10, 10, 4, 4]",A#:sus2
2281,211.8589,"[10, 10, 4, 4]",A#:sus2
2282,211.9517,"[10, 10, 4, 4]",A#:sus2
2283,212.0446,"[10, 10, 4, 4]",A#:sus2
2284,212.1375,"[10, 10, 4, 4]",A#:sus2
2285,212.2304,"[10, 10, 4, 4]",A#:sus2
2286,212.3233,"[10, 10, 4, 4]",A#:sus2
2287,212.4161,"[10, 10, 5, 4]",A#:sus4
2288,212.509,"[10, 10, 5, 4]",A#:sus4
2289,212.6019,"[10, 10, 5, 4]",A#:sus4
2290,212.6948,"[10, 10, 5, 4]",A#:sus4
2291,212.7877,"[10, 10, 5, 4]",A#:sus4
2292,212.8805,"[10, 10, 5, 4]",A#:sus4
2293,212.9734,"[10, 10, 5, 4]",A#:sus4
2294,213.0663,"[10, 10, 5, 4]",A#:sus4
2295,213.1592,"[10, 10, 5, 4]",A#:sus4
2296,213.2521,"[10, 10, 5, 4]",A#:sus4
2297,213.3449,"[10, 10, 5, 4]",A#:sus4
2298,213.4378,"[10, 10, 5, 4]",A#:sus4
2299,213.5307,"[10, 10, 5, 4]",A#:sus4
2300,213.6236,"[10, 10, 5, 4]",A#:sus4
2301,213.7165,"[10, 10, 5, 4]",A#:sus4
2302,213.8093,"[10, 10, 5, 4]",A#:sus4
2303,213.9022,"[10, 10, 5, 4]",A#:sus4
2304,213.9951,"[10, 5, 5, 4]",A#:sus4/5
2305,214.088,"[5, 5, 0, 4]",F:maj
2306,214.1809,"[5, 5, 0, 4]",F:maj
2307,214.2737,"[5, 5, 0, 4]",F:maj
2308,214.3666,"[5, 5, 0, 4]",F:maj
2309,214.4595,"[5, 5, 0, 4]",F:maj
2310,214.5524,"[5, 5, 0, 4]",F:maj
2311,214.6453,"[5, 5, 0, 4]",F:maj
2312,214.7381,"[5, 5, 0, 4]",F:maj
2313,214.831,"[5, 5, 0, 4]",F:maj
2314,214.9239,"[5, 5, 0, 4]",F:maj
2315,215.0168,"[5, 5, 5, 4]",F:sus4
2316,215.1097,"[5, 5, 5, 4]",F:sus4
2317,215.2025,"[5, 5, 5, 4]",F:sus4
2318,215.2954,"[5, 5, 5, 4]",F:sus4
2319,215.3883,"[5, 5, 5, 4]",F:sus4
2320,215.4812,"[5, 5, 5, 4]",F:sus4
2321,215.5741,"[5, 5, 5, 4]",F:sus4
2322,215.6669,"[5, 5, 5, 4]",F:sus4
2323,215.7598,"[5, 5, 5, 4]",F:sus4
2324,215.8527,"[5, 5, 5, 4]",F:sus4
2325,215.9456,"[5, 5, 5, 4]",F:sus4
2326,216.0385,"[5, 5, 5, 4]",F:sus4
2327,216.1313,"[5, 5, 5, 4]",F:sus4
2328,216.2242,"[5, 5, 5, 4]",F:sus4
2329,216.3171,"[5, 5, 5, 4]",F:sus4
2330,216.41,"[5, 5, 0, 4]",F:maj
2331,216.5029,"[5, 5, 0, 4]",F:maj
2332,216.5957,"[5, 5, 0, 4]",F:maj
2333,216.6886,"[5, 5, 0, 4]",F:maj
2334,216.7815,"[5, 5, 0, 4]",F:maj
2335,216.8744,"[5, 5, 0, 4]",F:maj
2336,216.9673,"[5, 5, 0, 4]",F:maj
2337,217.0601,"[5, 5, 0, 4]",F:maj
2338,217.153,"[5, 5, 0, 4]",F:maj
2339,217.2459,"[5, 5, 0, 4]",F:maj
2340,217.3388,"[5, 5, 0, 4]",F:maj
2341,217.4317,"[5, 5, 0, 4]",F:maj
2342,217.5245,"[5, 5, 0, 4]",F:maj
2343,217.6174,"[5, 5, 0, 4]",F:maj
2344,217.7103,"[5, 5, 0, 4]",F:maj
2345,217.8032,"[5, 5, 0, 4]",F:maj
2346,217.8961,"[5, 5, 0, 4]",F:maj
2347,217.9889,"[5, 5, 0, 4]",F:maj
2348,218.0818,"[5, 5, 0, 4]",F:maj
2349,218.1747,"[5, 5, 0, 4]",F:maj
2350,218.2676,"[5, 5, 0, 4]",F:maj
2351,218.3605,"[5, 5, 0, 4]",F:maj
2352,218.4533,"[5, 5, 0, 4]",F:maj
2353,218.5462,"[5, 5, 0, 4]",F:maj
2354,218.6391,"[5, 5, 0, 4]",F:maj
2355,218.732,"[5, 5, 0, 4]",F:maj
2356,218.8249,"[5, 5, 0, 4]",F:maj
2357,218.9177,"[5, 5, 0, 4]",F:maj
2358,219.0106,"[5, 5, 0, 4]",F:maj
2359,219.1035,"[5, 5, 0, 4]",F:maj
2360,219.1964,"[5, 5, 0, 4]",F:maj
2361,219.2893,"[5, 5, 0, 4]",F:maj
2362,219.3821,"[5, 5, 0, 4]",F:maj
2363,219.475,"[5, 5, 0, 4]",F:maj
2364,219.5679,"[5, 5, 5, 4]",F:sus4
2365,219.6608,"[5, 5, 5, 4]",F:sus4
2366,219.7537,"[5, 5, 5, 4]",F:sus4
2367,219.8465,"[5, 5, 5, 4]",F:sus4
2368,219.9394,"[5, 5, 5, 4]",F:sus4
2369,220.0323,"[5, 5, 5, 4]",F:sus4
2370,220.1252,"[5, 5, 5, 4]",F:sus4
2371,220.218,"[5, 5, 5, 4]",F:sus4
2372,220.3109,"[5, 5, 5, 4]",F:sus4
2373,220.4038,"[5, 5, 0, 4]",F:maj
2374,220.4967,"[5, 5, 0, 4]",F:maj
2375,220.5896,"[5, 5, 0, 4]",F:maj
2376,220.6824,"[5, 5, 0, 4]",F:maj
2377,220.7753,"[5, 5, 0, 4]",F:maj
2378,220.8682,"[5, 5, 0, 4]",F:maj
2379,220.9611,"[5, 5, 0, 4]",F:maj
2380,221.054,"[5, 5, 0, 4]",F:maj
2381,221.1468,"[5, 5, 0, 4]",F:maj
2382,221.2397,"[5, 5, 0, 4]",F:maj
2383,221.3326,"[5, 5, 0, 4]",F:maj
2384,221.4255,"[5, 5, 0, 4]",F:maj
2385,221.5184,"[5, 5, 0, 4]",F:maj
2386,221.6112,"[5, 5, 0, 4]",F:maj
2387,221.7041,"[5, 5, 0, 4]",F:maj
2388,221.797,"[5, 5, 0, 4]",F:maj
2389,221.8899,"[5, 5, 0, 4]",F:maj
2390,221.9828,"[5, 5, 0, 4]",F:maj
2391,222.0756,"[5, 5, 0, 4]",F:maj
2392,222.1685,"[5, 5, 0, 4]",F:maj
2393,222.2614,"[5, 5, 0, 4]",F:maj
2394,222.3543,"[5, 7, 0, 4]",N
2395,222.4472,"[5, 7, 0, 4]",N
2396,222.54,"[5, 7, 0, 4]",N
2397,222.6329,"[5, 7, 0, 4]",N
2398,222.7258,"[5, 7, 0, 4]",N
2399,222.8187,"[5, 7, 0, 4]",N
2400,222.9116,"[5, 5, 4, 4]",F:sus2
2401,223.0044,"[5, 5, 4, 4]",F:sus2
2402,223.0973,"[5, 5, 4, 4]",F:sus2
2403,223.1902,"[5, 5, 4, 4]",F:sus2
2404,223.2831,"[5, 5, 4, 4]",F:sus2
2405,223.376,"[5, 5, 4, 4]",F:sus2
2406,223.4688,"[5, 5, 4, 4]",F:sus2
2407,223.5617,"[5, 5, 4, 4]",F:sus2
2408,223.6546,"[10, 5, 4, 4]",A#:sus2/5
2409,223.7475,"[10, 5, 4, 4]",A#:sus2/5
2410,223.8404,"[10, 5, 4, 4]",A#:sus2/5
2411,223.9332,"[10, 10, 4, 4]",A#:sus2
2412,224.0261,"[10, 10, 4, 4]",A#:sus2
2413,224.119,"[10, 10, 4, 4]",A#:sus2
2414,224.2119,"[10, 10, 4, 4]",A#:sus2
2415,224.3048,"[10, 10, 4, 4]",A#:sus2
2416,224.3976,"[10, 10, 4, 4]",A#:sus2
2417,224.4905,"[10, 10, 4, 4]",A#:sus2
2418,224.5834,"[10, 10, 4, 4]",A#:sus2
2419,224.6763,"[10, 10, 4, 4]",A#:sus2
2420,224.7692,"[10, 10, 4, 4]",A#:sus2
2421,224.862,"[10, 10, 4, 4]",A#:sus2
2422,224.9549,"[10, 10, 4, 4]",A#:sus2
2423,225.0478,"[10, 10, 4, 4]",A#:sus2
2424,225.1407,"[10, 10, 4, 4]",A#:sus2
2425,225.2336,"[10, 10, 4, 4]",A#:sus2
2426,225.3264,"[10, 10, 4, 4]",A#:sus2
2427,225.4193,"[10, 10, 4, 4]",A#:sus2
2428,225.5122,"[10, 10, 4, 4]",A#:sus2
2429,225.6051,"[10, 10, 4, 4]",A#:sus2
2430,225.698,"[10, 10, 4, 4]",A#:sus2
2431,225.7908,"[10, 10, 4, 4]",A#:sus2
2432,225.8837,"[10, 10, 4, 4]",A#:sus2
2433,225.9766,"[10, 10, 4, 4]",A#:sus2
2434,226.0695,"[10, 10, 4, 4]",A#:sus2
2435,226.1624,"[10, 10, 4, 4]",A#:sus2
2436,226.2552,"[10, 10, 4, 4]",A#:sus2
2437,226.3481,"[10, 10, 4, 4]",A#:sus2
2438,226.441,"[10, 10, 4, 4]",A#:sus2
2439,226.5339,"[10, 10, 4, 4]",A#:sus2
2440,226.6268,"[10, 10, 4, 4]",A#:sus2
2441,226.7196,"[10, 10, 4, 4]",A#:sus2
2442,226.8125,"[10, 10, 4, 4]",A#:sus2
2443,226.9054,"[10, 10, 4, 4]",A#:sus2
2444,226.9983,"[10, 10, 4, 4]",A#:sus2
2445,227.0912,"[10, 10, 4, 4]",A#:sus2
2446,227.184,"[10, 10, 4, 4]",A#:sus2
2447,227.2769,"[10, 10, 4, 4]",A#:sus2
2448,227.3698,"[10, 10, 4, 4]",A#:sus2
2449,227.4627,"[10, 10, 4, 4]",A#:sus2
2450,227.5556,"[10, 10, 4, 4]",A#:sus2
2451,227.6484,"[10, 10, 4, 4]",A#:sus2
2452,227.7413,"[10, 10, 4, 4]",A#:sus2
2453,227.8342,"[10, 10, 4, 4]",A#:sus2
2454,227.9271,"[10, 10, 4, 4]",A#:sus2
2455,228.02,"[10, 10, 4, 4]",A#:sus2
2456,228.1128,"[10, 10, 4, 4]",A#:sus2
2457,228.2057,"[10, 10, 4, 4]",A#:sus2
2458,228.2986,"[10, 10, 4, 4]",A#:sus2
2459,228.3915,"[10, 10, 4, 4]",A#:sus2
2460,228.4844,"[10, 10, 4, 4]",A#:sus2
2461,228.5772,"[10, 10, 4, 4]",A#:sus2
2462,228.6701,"[10, 10, 4, 4]",A#:sus2
2463,228.763,"[10, 10, 4, 4]",A#:sus2
2464,228.8559,"[10, 10, 4, 4]",A#:sus2
2465,228.9488,"[10, 10, 4, 4]",A#:sus2
2466,229.0416,"[10, 10, 0, 4]",A#:maj
2467,229.1345,"[10, 10, 0, 4]",A#:maj
2468,229.2274,"[10, 10, 5, 4]",A#:sus4
2469,229.3203,"[10, 10, 5, 4]",A#:sus4
2470,229.4132,"[10, 10, 5, 4]",A#:sus4
2471,229.506,"[10, 10, 5, 4]",A#:sus4
2472,229.5989,"[10, 10, 5, 4]",A#:sus4
2473,229.6918,"[5, 10, 5, 4]",N
2474,229.7847,"[5, 5, 5, 4]",F:sus4
2475,229.8776,"[5, 5, 5, 4]",F:sus4
2476,229.9704,"[5, 5, 5, 4]",F:sus4
2477,230.0633,"[5, 5, 5, 4]",F:sus4
2478,230.1562,"[5, 5, 5, 4]",F:sus4
2479,230.2491,"[5, 5, 5, 4]",F:sus4
2480,230.342,"[5, 5, 5, 4]",F:sus4
2481,230.4348,"[5, 5, 5, 4]",F:sus4
2482,230.5277,"[5, 5, 5, 4]",F:sus4
2483,230.6206,"[5, 5, 5, 4]",F:sus4
2484,230.7135,"[5, 5, 5, 4]",F:sus4
2485,230.8063,"[5, 5, 5, 4]",F:sus4
2486,230.8992,"[5, 5, 5, 4]",F:sus4
2487,230.9921,"[5, 5, 5, 4]",F:sus4
2488,231.085,"[5, 5, 5, 4]",F:sus4
2489,231.1779,"[5, 5, 5, 4]",F:sus4
2490,231.2707,"[5, 5, 5, 4]",F:sus4
2491,231.3636,"[5, 5, 5, 4]",F:sus4
2492,231.4565,"[5, 5, 5, 4]",F:sus4
2493,231.5494,"[5, 5, 5, 4]",F:sus4
2494,231.6423,"[5, 5, 5, 4]",F:sus4
2495,231.7351,"[5, 5, 5, 4]",F:sus4
2496,231.828,"[5, 5, 5, 4]",F:sus4
2497,231.9209,"[5, 5, 0, 4]",F:maj
2498,232.0138,"[5, 5, 0, 4]",F:maj
2499,232.1067,"[5, 5, 0, 4]",F:maj
2500,232.1995,"[5, 5, 0, 4]",F:maj
2501,232.2924,"[5, 5, 0, 4]",F:maj
2502,232.3853,"[5, 5, 0, 4]",F:maj
2503,232.4782,"[5, 5, 0, 4]",F:maj
2504,232.5711,"[5, 5, 0, 4]",F:maj
2505,232.6639,"[5, 5, 0, 4]",F:maj
2506,232.7568,"[5, 5, 0, 4]",F:maj
2507,232.8497,"[5, 5, 0, 4]",F:maj
2508,232.9426,"[5, 5, 0, 4]",F:maj
2509,233.0355,"[5, 5, 0, 4]",F:maj
2510,233.1283,"[5, 5, 0, 4]",F:maj
2511,233.2212,"[5, 5, 0, 4]",F:maj
2512,233.3141,"[5, 5, 0, 4]",F:maj
2513,233.407,"[5, 5, 0, 4]",F:maj
2514,233.4999,"[5, 5, 0, 4]",F:maj
2515,233.5927,"[5, 5, 0, 4]",F:maj
2516,233.6856,"[5, 5, 0, 4]",F:maj
2517,233.7785,"[5, 5, 0, 4]",F:maj
2518,233.8714,"[5, 5, 0, 4]",F:maj
2519,233.9643,"[5, 5, 0, 4]",F:maj
2520,234.0571,"[5, 5, 0, 4]",F:maj
2521,234.15,"[5, 5, 0, 4]",F:maj
2522,234.2429,"[5, 5, 0, 4]",F:maj
2523,234.3358,"[5, 5, 0, 4]",F:maj
2524,234.4287,"[5, 5, 0, 4]",F:maj
2525,234.5215,"[5, 5, 0, 4]",F:maj
2526,234.6144,"[5, 5, 0, 4]",F:maj
2527,234.7073,"[5, 5, 0, 4]",F:maj
2528,234.8002,"[5, 5, 0, 4]",F:maj
2529,234.8931,"[5, 5, 0, 4]",F:maj
2530,234.9859,"[5, 5, 0, 4]",F:maj
2531,235.0788,"[5, 5, 0, 4]",F:maj
2532,235.1717,"[5, 5, 0, 4]",F:maj
2533,235.2646,"[5, 5, 0, 4]",F:maj
2534,235.3575,"[5, 5, 0, 4]",F:maj
2535,235.4503,"[5, 5, 0, 4]",F:maj
2536,235.5432,"[5, 5, 0, 4]",F:maj
2537,235.6361,"[5, 5, 0, 4]",F:maj
2538,235.729,"[5, 5, 0, 4]",F:maj
2539,235.8219,"[5, 5, 0, 4]",F:maj
2540,235.9147,"[5, 5, 0, 4]",F:maj
2541,236.0076,"[5, 5, 0, 4]",F:maj
2542,236.1005,"[5, 5, 0, 4]",F:maj
2543,236.1934,"[5, 5, 0, 4]",F:maj
2544,236.2863,"[5, 5, 0, 4]",F:maj
2545,236.3791,"[5, 5, 0, 4]",F:maj
2546,236.472,"[5, 5, 0, 4]",F:maj
2547,236.5649,"[5, 5, 0, 4]",F:maj
2548,236.6578,"[5, 5, 0, 4]",F:maj
2549,236.7507,"[5, 5, 0, 4]",F:maj
2550,236.8435,"[5, 5, 0, 4]",F:maj
